selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason,image_path,semantic_mask_path,validity_mask_path,provenance_mask_path,support_mask_path,conflict_mask_path,materialization_status
746,746,DE11_r005_c004,DE11,Hamburg,train,5,4,1280,1024,256,256,256,256,65536,0,0.0,30261,0.4617462158203125,0.4617462158203125,35275,0.5382537841796875,15102,0.230438232421875,18908,0.6248306400978156,0.28851318359375,8818,0.2913981692607647,0.134552001953125,2535,0.0837711906414196,0.0386810302734375,0,0.0,0.0,0,0.0,0.0,5038,0.1664849145765176,25219,0.8333829020851922,4,0.0001321833382902,5038,0,17790,0,6770,659,4,561074.3640108273,5933677.951124841,563634.3640108273,5936237.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r005_c004_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r005_c004_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r005_c004_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r005_c004_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r005_c004_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r005_c004_conflict.tif,PASS
747,747,DE11_r005_c005,DE11,Hamburg,train,5,5,1280,1280,256,256,256,256,65536,0,0.0,36412,0.55560302734375,0.55560302734375,29124,0.44439697265625,13268,0.20245361328125,19442,0.533944853345051,0.296661376953125,8574,0.2354718224761068,0.130828857421875,5408,0.1485224651213885,0.08251953125,0,0.0,0.0,2988,0.0820608590574535,0.04559326171875,6000,0.1647808414808305,27998,0.7689223332967153,2414,0.0662968252224541,6000,0,16878,0,11092,28,2414,563634.3640108273,5933677.951124841,566194.3640108273,5936237.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r005_c005_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r005_c005_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r005_c005_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r005_c005_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r005_c005_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r005_c005_conflict.tif,PASS
748,748,DE11_r005_c006,DE11,Hamburg,train,5,6,1280,1536,256,256,256,256,65536,0,0.0,37837,0.5773468017578125,0.5773468017578125,27699,0.4226531982421875,14462,0.220672607421875,14869,0.3929751301635965,0.2268829345703125,7995,0.2113011073816634,0.1219940185546875,2491,0.065835029204218,0.0380096435546875,0,0.0,0.0,12482,0.329888733250522,0.190460205078125,4273,0.1129317863466976,22325,0.5900309221132753,11239,0.2970372915400269,4273,0,13485,0,8837,3,11239,566194.3640108273,5933677.951124841,568754.3640108273,5936237.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r005_c006_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r005_c006_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r005_c006_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r005_c006_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r005_c006_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r005_c006_conflict.tif,PASS
749,749,DE11_r005_c009,DE11,Hamburg,train,5,9,1280,2304,256,256,256,256,65536,0,0.0,29151,0.4448089599609375,0.4448089599609375,36385,0.5551910400390625,2120,0.0323486328125,3352,0.1149874789887139,0.0511474609375,3750,0.1286405269115982,0.057220458984375,17885,0.6135295530170491,0.2729034423828125,0,0.0,0.0,4164,0.1428424410826387,0.06353759765625,4839,0.1659977359267263,24213,0.8306061541628075,99,0.0033961099104661,4839,0,107,0,24105,1,99,573874.3640108273,5933677.951124841,576434.3640108273,5936237.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r005_c009_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r005_c009_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r005_c009_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r005_c009_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r005_c009_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r005_c009_conflict.tif,PASS
750,750,DE11_r005_c010,DE11,Hamburg,train,5,10,1280,2560,256,256,256,256,65536,0,0.0,42532,0.64898681640625,0.64898681640625,23004,0.35101318359375,3108,0.04742431640625,4182,0.0983259663312329,0.063812255859375,3523,0.0828317502116053,0.0537567138671875,34756,0.8171729521301608,0.53033447265625,0,0.0,0.0,71,0.0016693313270008,0.0010833740234375,4921,0.1157011191573403,31914,0.750352675632465,5697,0.1339462052101946,4921,0,768,0,30902,244,5697,576434.3640108273,5933677.951124841,578994.3640108273,5936237.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r005_c010_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r005_c010_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r005_c010_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r005_c010_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r005_c010_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r005_c010_conflict.tif,PASS
751,751,DE11_r006_c000,DE11,Hamburg,train,6,0,1536,0,256,256,256,256,65536,0,0.0,53455,0.8156585693359375,0.8156585693359375,12081,0.1843414306640625,34091,0.5201873779296875,1532,0.0286596202413244,0.02337646484375,1293,0.0241885698250865,0.0197296142578125,18840,0.3524459826021887,0.2874755859375,0,0.0,0.0,31790,0.5947058273314002,0.485076904296875,1350,0.0252548872883733,50124,0.9376859040314284,1981,0.0370592086801983,1350,0,940,0,18416,30768,1981,550834.3640108273,5931117.951124841,553394.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,False,False,False,True,True,water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c000_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c000_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c000_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c000_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c000_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c000_conflict.tif,PASS
752,752,DE11_r006_c001,DE11,Hamburg,train,6,1,1536,256,256,256,256,256,65536,0,0.0,32853,0.5012969970703125,0.5012969970703125,32683,0.4987030029296875,18144,0.27685546875,5279,0.1606854777341491,0.0805511474609375,2465,0.0750311995860347,0.0376129150390625,6209,0.1889933948193468,0.0947418212890625,0,0.0,0.0,18900,0.5752899278604694,0.28839111328125,4483,0.1364563357988616,27364,0.8329224119562901,1006,0.0306212522448482,4483,0,2794,0,6196,18374,1006,553394.3640108273,5931117.951124841,555954.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c001_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c001_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c001_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c001_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c001_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c001_conflict.tif,PASS
753,753,DE11_r006_c002,DE11,Hamburg,train,6,2,1536,512,256,256,256,256,65536,0,0.0,35967,0.5488128662109375,0.5488128662109375,29569,0.4511871337890625,5226,0.079742431640625,4955,0.1377651736313843,0.0756072998046875,3728,0.1036505685767509,0.056884765625,8153,0.2266800122334362,0.1244049072265625,0,0.0,0.0,19131,0.5319042455584285,0.2919158935546875,3028,0.0841882837045069,14623,0.4065671309811772,18316,0.5092445853143159,3028,0,4702,0,6914,3007,18316,555954.3640108273,5931117.951124841,558514.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c002_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c002_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c002_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c002_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c002_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c002_conflict.tif,PASS
754,754,DE11_r006_c003,DE11,Hamburg,train,6,3,1536,768,256,256,256,256,65536,0,0.0,32289,0.4926910400390625,0.4926910400390625,33247,0.5073089599609375,4843,0.0738983154296875,3134,0.0970609185790826,0.047821044921875,3469,0.1074359689058193,0.0529327392578125,1536,0.0475703800055746,0.0234375,0,0.0,0.0,24150,0.7479327325095234,0.368499755859375,3208,0.0993527207408095,6627,0.2052401746724891,22454,0.6954071045867014,3208,0,2409,0,4180,38,22454,558514.3640108273,5931117.951124841,561074.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c003_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c003_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c003_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c003_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c003_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c003_conflict.tif,PASS
755,755,DE11_r006_c004,DE11,Hamburg,train,6,4,1536,1024,256,256,256,256,65536,0,0.0,36477,0.5565948486328125,0.5565948486328125,29059,0.4434051513671875,6579,0.1003875732421875,5244,0.1437618225182992,0.08001708984375,4205,0.1152781204594676,0.0641632080078125,1520,0.0416700934835649,0.023193359375,0,0.0,0.0,25508,0.6992899635386682,0.38922119140625,4004,0.1097677988869698,9381,0.257175754585081,23092,0.6330564465279491,4004,0,4349,0,5015,17,23092,561074.3640108273,5931117.951124841,563634.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c004_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c004_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c004_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c004_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c004_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c004_conflict.tif,PASS
756,756,DE11_r006_c005,DE11,Hamburg,train,6,5,1536,1280,256,256,256,256,65536,0,0.0,37794,0.576690673828125,0.576690673828125,27742,0.423309326171875,9520,0.145263671875,10859,0.2873207387415992,0.1656951904296875,5558,0.1470603799544901,0.084808349609375,456,0.0120654072074932,0.0069580078125,167,0.004418690797481,0.0025482177734375,20754,0.5491347832989364,0.316680908203125,5440,0.1439381912472879,16991,0.4495687146107848,15363,0.4064930941419273,5440,0,8913,0,8066,12,15363,563634.3640108273,5931117.951124841,566194.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c005_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c005_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c005_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c005_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c005_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c005_conflict.tif,PASS
757,757,DE11_r006_c006,DE11,Hamburg,train,6,6,1536,1536,256,256,256,256,65536,0,0.0,36729,0.5604400634765625,0.5604400634765625,28807,0.4395599365234375,14672,0.223876953125,9328,0.2539682539682539,0.142333984375,6468,0.1761006289308176,0.09869384765625,1864,0.0507500884859375,0.0284423828125,1012,0.0275531596286313,0.01544189453125,18057,0.4916278689863596,0.2755279541015625,5798,0.1578589125758937,19245,0.5239728824634485,11686,0.3181682049606578,5798,0,6700,0,12537,8,11686,566194.3640108273,5931117.951124841,568754.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,True,True,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c006_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c006_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c006_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c006_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c006_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c006_conflict.tif,PASS
758,758,DE11_r006_c007,DE11,Hamburg,train,6,7,1536,1792,256,256,256,256,65536,0,0.0,28010,0.427398681640625,0.427398681640625,37526,0.572601318359375,4393,0.0670318603515625,8790,0.3138164941092467,0.134124755859375,4868,0.1737950731881471,0.07427978515625,2697,0.0962870403427347,0.0411529541015625,0,0.0,0.0,11655,0.4161013923598715,0.1778411865234375,9781,0.3491967154587647,17305,0.6178150660478401,924,0.0329882184933952,9781,0,2045,0,15260,0,924,568754.3640108273,5931117.951124841,571314.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c007_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c007_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c007_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c007_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c007_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c007_conflict.tif,PASS
759,759,DE11_r006_c008,DE11,Hamburg,train,6,8,1536,2048,256,256,256,256,65536,0,0.0,28849,0.4402008056640625,0.4402008056640625,36687,0.5597991943359375,1892,0.02886962890625,15839,0.5490311622586571,0.2416839599609375,6493,0.2250684599119553,0.0990753173828125,2007,0.0695691358452632,0.0306243896484375,0,0.0,0.0,4510,0.1563312419841242,0.068817138671875,16963,0.5879926513917294,11608,0.4023709660646816,278,0.009636382543589,16963,0,2208,0,9400,0,278,571314.3640108273,5931117.951124841,573874.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c008_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c008_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c008_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c008_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c008_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c008_conflict.tif,PASS
760,760,DE11_r006_c009,DE11,Hamburg,train,6,9,1536,2304,256,256,256,256,65536,0,0.0,26348,0.40203857421875,0.40203857421875,39188,0.59796142578125,2006,0.030609130859375,8114,0.3079550630028844,0.123809814453125,5939,0.2254061029300136,0.0906219482421875,12092,0.4589342644603006,0.18450927734375,0,0.0,0.0,203,0.0077045696068012,0.0030975341796875,9553,0.362570214057993,16417,0.623083345984515,378,0.014346439957492,9553,0,469,0,15932,16,378,573874.3640108273,5931117.951124841,576434.3640108273,5933677.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r006_c009_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c009_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c009_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c009_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c009_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c009_conflict.tif,PASS
761,761,DE11_r007_c001,DE11,Hamburg,train,7,1,1792,256,256,256,256,256,65536,0,0.0,48109,0.7340850830078125,0.7340850830078125,17427,0.2659149169921875,3875,0.0591278076171875,1531,0.0318235673158868,0.0233612060546875,1221,0.0253798665530358,0.0186309814453125,41674,0.8662412438421085,0.635894775390625,0,0.0,0.0,3683,0.0765553222889688,0.0561981201171875,724,0.0150491592009811,42410,0.8815398366210064,4975,0.1034110041780124,724,0,1479,0,40720,211,4975,553394.3640108273,5928557.951124841,555954.3640108273,5931117.951124841,EPSG:32632,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\interim\labels_v3\fused\DE11\DE11_v3_semantic.tif,data\interim\labels_v3\fused\DE11\DE11_v3_validity.tif,data\interim\labels_v3\fused\DE11\DE11_v3_provenance.tif,data\interim\labels_v3\fused\DE11\DE11_v3_support_count.tif,data\interim\labels_v3\fused\DE11\DE11_v3_source_conflict.tif,True,False,False,False,True,True,water>=0.050000,,data\processed\dataset_v3\tiles\train\DE11_Hamburg\images\DE11_r007_c001_image.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\semantic_masks\DE11_r007_c001_semantic.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\validity_masks\DE11_r007_c001_validity.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\provenance_masks\DE11_r007_c001_provenance.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\support_masks\DE11_r007_c001_support.tif,data\processed\dataset_v3\tiles\train\DE11_Hamburg\conflict_masks\DE11_r007_c001_conflict.tif,PASS
