selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason
328,328,DE05_r003_c008,DE05,Munich,train,3,8,768,2048,256,256,256,256,65536,0,0.0,56888,0.8680419921875,0.8680419921875,8648,0.1319580078125,1104,0.016845703125,227,0.0039902967233863,0.0034637451171875,949,0.0166819012797074,0.0144805908203125,51988,0.9138658416537758,0.79327392578125,262,0.0046055407115736,0.003997802734375,3462,0.0608564196315567,0.052825927734375,300,0.0052735198987484,37648,0.6617915904936015,18940,0.3329348896076501,300,0,118,0,37202,328,18940,697575.145199985,5339300.636082032,700135.145199985,5341860.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,False,False,True,True,True,bare_land>=0.001000+water>=0.050000,
329,329,DE05_r003_c009,DE05,Munich,train,3,9,768,2304,256,256,256,256,65536,0,0.0,46211,0.7051239013671875,0.7051239013671875,19325,0.2948760986328125,3660,0.05584716796875,1256,0.0271796758347579,0.0191650390625,1941,0.0420029863019627,0.0296173095703125,41346,0.8947220358789033,0.630889892578125,1473,0.031875527471814,0.0224761962890625,195,0.0042197745125619,0.0029754638671875,480,0.0103871372616909,37231,0.8056739737291987,8500,0.1839388890091103,480,0,1779,0,35314,138,8500,700135.145199985,5339300.636082032,702695.145199985,5341860.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,False,True,True,False,True,roads>=0.030000+bare_land>=0.001000,
330,330,DE05_r003_c010,DE05,Munich,train,3,10,768,2560,256,256,256,256,65536,0,0.0,56106,0.856109619140625,0.856109619140625,9430,0.143890380859375,3593,0.0548248291015625,1960,0.0349338751648665,0.0299072265625,1325,0.0236160125476776,0.0202178955078125,51515,0.9181727444480092,0.7860565185546875,539,0.0096068156703382,0.0082244873046875,767,0.0136705521691084,0.0117034912109375,412,0.0073432431469005,44916,0.8005560902577264,10778,0.192100666595373,412,0,1899,0,42693,324,10778,702695.145199985,5339300.636082032,705255.145199985,5341860.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,False,False,True,False,True,bare_land>=0.001000,
331,331,DE05_r004_c000,DE05,Munich,train,4,0,1024,0,256,256,256,256,65536,0,0.0,45057,0.6875152587890625,0.6875152587890625,20479,0.3124847412109375,7340,0.11199951171875,4162,0.0923718845018532,0.063507080078125,2598,0.0576602969571875,0.039642333984375,38297,0.8499678185409593,0.5843658447265625,0,0.0,0.0,0,0.0,0.0,1346,0.0298732716337084,26873,0.5964223095190536,16838,0.3737044188472379,1346,0,4836,0,20059,1978,16838,677095.145199985,5336740.636082032,679655.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
332,332,DE05_r004_c001,DE05,Munich,train,4,1,1024,256,256,256,256,256,65536,0,0.0,35386,0.539947509765625,0.539947509765625,30150,0.460052490234375,8206,0.125213623046875,5827,0.1646696433617815,0.0889129638671875,3115,0.0880291640761883,0.0475311279296875,26444,0.7473011925620302,0.40350341796875,0,0.0,0.0,0,0.0,0.0,2480,0.0700842140959701,28509,0.8056576047024246,4397,0.1242581812016051,2480,0,4462,0,23940,107,4397,679655.145199985,5336740.636082032,682215.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
333,333,DE05_r004_c002,DE05,Munich,train,4,2,1024,512,256,256,256,256,65536,0,0.0,26336,0.40185546875,0.40185546875,39200,0.59814453125,11941,0.1822052001953125,9124,0.3464459295261239,0.13922119140625,5760,0.2187120291616039,0.087890625,11426,0.4338547995139732,0.174346923828125,0,0.0,0.0,26,0.0009872417982989,0.000396728515625,2754,0.1045716889428918,21863,0.830156439854192,1719,0.0652718712029161,2754,0,8937,0,12615,311,1719,682215.145199985,5336740.636082032,684775.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
334,334,DE05_r004_c003,DE05,Munich,train,4,3,1024,768,256,256,256,256,65536,0,0.0,29304,0.4471435546875,0.4471435546875,36232,0.5528564453125,9512,0.1451416015625,7693,0.2625238875238875,0.1173858642578125,3950,0.1347938847938848,0.060272216796875,16905,0.5768837018837019,0.2579498291015625,0,0.0,0.0,756,0.0257985257985257,0.01153564453125,2007,0.0684889434889435,16455,0.5615274365274365,10842,0.36998361998362,2007,0,6983,0,9044,428,10842,684775.145199985,5336740.636082032,687335.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
335,335,DE05_r004_c005,DE05,Munich,train,4,5,1024,1280,256,256,256,256,65536,0,0.0,29079,0.4437103271484375,0.4437103271484375,36457,0.5562896728515625,14826,0.226226806640625,17725,0.6095464080607998,0.2704620361328125,5951,0.2046494033494962,0.0908050537109375,5293,0.1820213900065339,0.0807647705078125,0,0.0,0.0,110,0.0037827985831699,0.001678466796875,1917,0.0659238625812441,25772,0.8862753189586987,1390,0.047800818460057,1917,0,16995,0,8777,0,1390,689895.145199985,5336740.636082032,692455.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
336,336,DE05_r004_c006,DE05,Munich,train,4,6,1024,1536,256,256,256,256,65536,0,0.0,38079,0.5810394287109375,0.5810394287109375,27457,0.4189605712890625,8650,0.131988525390625,6446,0.1692796554531369,0.098358154296875,3693,0.0969825888284881,0.0563507080078125,25387,0.6666929278605005,0.3873748779296875,0,0.0,0.0,2553,0.0670448278578744,0.0389556884765625,1318,0.0346122534730428,21356,0.5608340555161637,15405,0.4045536910107933,1318,0,6091,0,14348,917,15405,692455.145199985,5336740.636082032,695015.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
337,337,DE05_r004_c008,DE05,Munich,train,4,8,1024,2048,256,256,256,256,65536,0,0.0,49083,0.7489471435546875,0.7489471435546875,16453,0.2510528564453125,3857,0.0588531494140625,1443,0.0293991809791577,0.0220184326171875,1022,0.0208218731536377,0.015594482421875,43232,0.8807937575127844,0.65966796875,1667,0.0339628792046125,0.0254364013671875,1719,0.0350223091498074,0.0262298583984375,888,0.0180918036794816,42024,0.8561823849397958,6171,0.1257258113807224,888,0,1207,0,40148,669,6171,697575.145199985,5336740.636082032,700135.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,False,False,True,False,True,bare_land>=0.001000,
338,338,DE05_r004_c009,DE05,Munich,train,4,9,1024,2304,256,256,256,256,65536,0,0.0,49838,0.760467529296875,0.760467529296875,15698,0.239532470703125,3925,0.0598907470703125,3265,0.0655122597214976,0.0498199462890625,1951,0.0391468357478229,0.0297698974609375,44202,0.886913600064208,0.674468994140625,53,0.0010634455636261,0.0008087158203125,367,0.0073638589028452,0.0055999755859375,984,0.0197439704643043,34717,0.6965969741963963,14137,0.2836590553392993,984,0,3065,0,31524,128,14137,700135.145199985,5336740.636082032,702695.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,False,True,True,False,True,roads>=0.030000+bare_land>=0.001000,
339,339,DE05_r004_c010,DE05,Munich,train,4,10,1024,2560,256,256,256,256,65536,0,0.0,33186,0.506378173828125,0.506378173828125,32350,0.493621826171875,11669,0.1780548095703125,7091,0.2136744410293497,0.1082000732421875,3381,0.1018803109745073,0.0515899658203125,19153,0.5771409630567107,0.2922515869140625,2130,0.0641836919182787,0.032501220703125,1431,0.0431205930211535,0.0218353271484375,2377,0.0716265895257036,28279,0.8521364430784065,2530,0.0762369673958898,2377,0,5739,0,22484,56,2530,702695.145199985,5336740.636082032,705255.145199985,5339300.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
340,340,DE05_r005_c000,DE05,Munich,train,5,0,1280,0,256,256,256,256,65536,0,0.0,39760,0.606689453125,0.606689453125,25776,0.393310546875,11528,0.1759033203125,4066,0.1022635814889336,0.062042236328125,2536,0.0637826961770623,0.0386962890625,32627,0.8205985915492958,0.4978485107421875,531,0.0133551307847082,0.0081024169921875,0,0.0,0.0,1057,0.0265845070422535,30000,0.7545271629778671,8703,0.2188883299798792,1057,0,3607,0,25165,1228,8703,677095.145199985,5334180.636082032,679655.145199985,5336740.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
341,341,DE05_r005_c003,DE05,Munich,train,5,3,1280,768,256,256,256,256,65536,0,0.0,29323,0.4474334716796875,0.4474334716796875,36213,0.5525665283203125,13766,0.210052490234375,10786,0.367834123384374,0.164581298828125,5333,0.1818708863349589,0.0813751220703125,12548,0.4279234730416397,0.19146728515625,100,0.0034102922620468,0.00152587890625,556,0.0189612249769805,0.00848388671875,2047,0.0698086826040991,19165,0.6535825120212803,8111,0.2766088053746206,2047,0,10668,0,8364,133,8111,684775.145199985,5334180.636082032,687335.145199985,5336740.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
342,342,DE05_r005_c005,DE05,Munich,train,5,5,1280,1280,256,256,256,256,65536,0,0.0,36257,0.5532379150390625,0.5532379150390625,29279,0.4467620849609375,16736,0.25537109375,25868,0.7134622279835618,0.39471435546875,6472,0.1785034614005571,0.0987548828125,3851,0.1062139724742808,0.0587615966796875,0,0.0,0.0,66,0.0018203381416002,0.001007080078125,1817,0.0501144606558733,34355,0.947541164464793,85,0.0023443748793336,1817,0,25272,0,8956,127,85,689895.145199985,5334180.636082032,692455.145199985,5336740.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
343,343,DE05_r005_c006,DE05,Munich,train,5,6,1280,1536,256,256,256,256,65536,0,0.0,31597,0.4821319580078125,0.4821319580078125,33939,0.5178680419921875,13558,0.206878662109375,14328,0.4534607715922397,0.2186279296875,5639,0.1784663100927303,0.0860443115234375,10229,0.3237332658163749,0.1560821533203125,0,0.0,0.0,1401,0.0443396524986549,0.0213775634765625,1977,0.0625692312561319,25570,0.8092540431053581,4050,0.12817672563851,1977,0,13687,0,11598,285,4050,692455.145199985,5334180.636082032,695015.145199985,5336740.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
344,344,DE05_r005_c009,DE05,Munich,train,5,9,1280,2304,256,256,256,256,65536,0,0.0,33814,0.515960693359375,0.515960693359375,31722,0.484039306640625,7283,0.1111297607421875,7239,0.2140829242325664,0.1104583740234375,2445,0.0723073283255456,0.0373077392578125,22308,0.6597267404033832,0.34039306640625,1454,0.0429999408529011,0.022186279296875,368,0.0108830661856035,0.005615234375,2202,0.0651209558171171,27440,0.8114981960134855,4172,0.1233808481693972,2202,0,5919,0,21111,410,4172,700135.145199985,5334180.636082032,702695.145199985,5336740.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
345,345,DE05_r005_c010,DE05,Munich,train,5,10,1280,2560,256,256,256,256,65536,0,0.0,45064,0.6876220703125,0.6876220703125,20472,0.3123779296875,4575,0.0698089599609375,4225,0.0937555476655423,0.0644683837890625,2802,0.0621782353985442,0.042755126953125,38029,0.8438886916385585,0.5802764892578125,8,0.0001775252973548,0.0001220703125,0,0.0,0.0,888,0.0197053080063909,33837,0.750865435824605,10339,0.2294292561690041,888,0,4017,0,29707,113,10339,702695.145199985,5334180.636082032,705255.145199985,5336740.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
346,346,DE05_r006_c000,DE05,Munich,train,6,0,1536,0,256,256,256,256,65536,0,0.0,53492,0.81622314453125,0.81622314453125,12044,0.18377685546875,3382,0.051605224609375,2588,0.0483810663276751,0.03948974609375,2136,0.0399312046661183,0.0325927734375,48768,0.9116877290062064,0.744140625,0,0.0,0.0,0,0.0,0.0,639,0.0119457115082629,19271,0.3602594780527929,33582,0.6277948104389441,639,0,2796,0,15917,558,33582,677095.145199985,5331620.636082032,679655.145199985,5334180.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
347,347,DE05_r006_c001,DE05,Munich,train,6,1,1536,256,256,256,256,256,65536,0,0.0,29281,0.4467926025390625,0.4467926025390625,36255,0.5532073974609375,8810,0.134429931640625,8142,0.278064273761142,0.124237060546875,4810,0.1642703459581298,0.073394775390625,14870,0.5078378470680646,0.226898193359375,1459,0.0498275332126635,0.0222625732421875,0,0.0,0.0,2133,0.0728458727502476,19090,0.6519586079710392,8058,0.2751955192787131,2133,0,7703,0,11141,246,8058,679655.145199985,5331620.636082032,682215.145199985,5334180.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
348,348,DE05_r006_c002,DE05,Munich,train,6,2,1536,512,256,256,256,256,65536,0,0.0,35945,0.5484771728515625,0.5484771728515625,29591,0.4515228271484375,7472,0.114013671875,6351,0.1766866045347058,0.0969085693359375,3655,0.1016831269995827,0.0557708740234375,25912,0.7208791208791209,0.3953857421875,27,0.0007511475865906,0.0004119873046875,0,0.0,0.0,1521,0.0423146473779385,21702,0.6037557379329531,12722,0.3539296146891084,1521,0,6049,0,14949,704,12722,682215.145199985,5331620.636082032,684775.145199985,5334180.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
349,349,DE05_r006_c005,DE05,Munich,train,6,5,1536,1280,256,256,256,256,65536,0,0.0,33843,0.5164031982421875,0.5164031982421875,31693,0.4835968017578125,13116,0.20013427734375,17021,0.5029400466861684,0.2597198486328125,5694,0.1682474957893803,0.086883544921875,9050,0.2674112815057767,0.138092041015625,159,0.0046981650562893,0.0024261474609375,1919,0.0567030109623851,0.0292816162109375,1637,0.0483704163342493,27546,0.8139349348462016,4660,0.1376946488195491,1637,0,16588,0,10586,372,4660,689895.145199985,5331620.636082032,692455.145199985,5334180.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,True,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000+water>=0.050000,
350,350,DE05_r006_c008,DE05,Munich,train,6,8,1536,2048,256,256,256,256,65536,0,0.0,26715,0.4076385498046875,0.4076385498046875,38821,0.5923614501953125,10605,0.1618194580078125,10660,0.3990267639902676,0.16265869140625,3197,0.1196705970428598,0.0487823486328125,12858,0.4813026389668725,0.196197509765625,0,0.0,0.0,0,0.0,0.0,3256,0.1218790941418678,21662,0.8108553247239378,1797,0.0672655811341942,3256,0,8747,0,12909,6,1797,697575.145199985,5331620.636082032,700135.145199985,5334180.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
351,351,DE05_r006_c009,DE05,Munich,train,6,9,1536,2304,256,256,256,256,65536,0,0.0,37960,0.5792236328125,0.5792236328125,27576,0.4207763671875,8097,0.1235504150390625,7187,0.1893308746048472,0.1096649169921875,2585,0.0680979978925184,0.0394439697265625,24711,0.6509747102212856,0.3770599365234375,2331,0.0614067439409905,0.0355682373046875,1146,0.0301896733403582,0.017486572265625,1674,0.0440990516332982,29875,0.7870126448893572,6411,0.1688883034773445,1674,0,6514,0,23322,39,6411,700135.145199985,5331620.636082032,702695.145199985,5334180.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
352,352,DE05_r006_c010,DE05,Munich,train,6,10,1536,2560,256,256,256,256,65536,0,0.0,43199,0.6591644287109375,0.6591644287109375,22337,0.3408355712890625,8052,0.12286376953125,4442,0.1028264543160721,0.067779541015625,1787,0.0413666983032014,0.0272674560546875,36697,0.8494872566494595,0.5599517822265625,142,0.0032871131276186,0.002166748046875,131,0.0030324776036482,0.0019989013671875,1009,0.0233570221532905,22821,0.52827611750272,19369,0.4483668603439894,1009,0,4216,0,17952,653,19369,702695.145199985,5331620.636082032,705255.145199985,5334180.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_semantic.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_validity.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_provenance.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_support_count.tif,data\interim\labels_v3_1\fused\DE05\DE05_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
