tile_id,city_id,city_name,candidate_id,qa_pass,qa_status,qa_failure_count,qa_failures,image_exists,semantic_exists,validity_exists,image_width,image_height,image_bands,semantic_bands,validity_bands,crs,crs_match,transform_match,bounds_match,sar_all_finite,semantic_values,semantic_values_valid,validity_values,validity_values_valid,padding_fraction,padding_pass,valid_pixel_count_recomputed,valid_fraction_recomputed,buildings_pixel_count_recomputed,roads_pixel_count_recomputed,vegetation_pixel_count_recomputed,bare_land_pixel_count_recomputed,water_pixel_count_recomputed,class_accounting_match,manifest_valid_match,manifest_fraction_match
DE04_off128_r009_c001,DE04,Stuttgart,DE04_off128_r009_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,52296,0.7979736328125,3271,3087,43766,2040,132,True,True,True
DE04_off128_r009_c010,DE04,Stuttgart,DE04_off128_r009_c010,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,43540,0.66436767578125,8098,6190,27295,688,1269,True,True,True
DE05_off128_r000_c001,DE05,Munich,DE05_off128_r000_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39459,0.6020965576171875,8346,6750,22503,504,1356,True,True,True
DE05_off128_r002_c001,DE05,Munich,DE05_off128_r002_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,43670,0.666351318359375,5360,4384,32814,742,370,True,True,True
DE05_off128_r002_c003,DE05,Munich,DE05_off128_r002_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,44740,0.68267822265625,4447,3505,31078,2381,3329,True,True,True
DE05_off128_r002_c004,DE05,Munich,DE05_off128_r002_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,31498,0.480621337890625,11111,6231,13153,922,81,True,True,True
DE05_off128_r002_c005,DE05,Munich,DE05_off128_r002_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36651,0.5592498779296875,11939,7278,11940,5490,4,True,True,True
DE05_off128_r002_c006,DE05,Munich,DE05_off128_r002_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,43184,0.658935546875,6976,5978,26510,1103,2617,True,True,True
DE05_off128_r003_c001,DE05,Munich,DE05_off128_r003_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37874,0.577911376953125,6896,5287,24497,995,199,True,True,True
DE05_off128_r003_c002,DE05,Munich,DE05_off128_r003_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33567,0.5121917724609375,9674,6658,16613,601,21,True,True,True
DE05_off128_r003_c003,DE05,Munich,DE05_off128_r003_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,32462,0.495330810546875,11976,7398,11629,1419,40,True,True,True
DE05_off128_r003_c004,DE05,Munich,DE05_off128_r003_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45100,0.68817138671875,12827,7032,23135,1237,869,True,True,True
DE05_off128_r003_c005,DE05,Munich,DE05_off128_r003_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33944,0.5179443359375,13545,8143,10727,1275,254,True,True,True
DE05_off128_r003_c006,DE05,Munich,DE05_off128_r003_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45425,0.6931304931640625,5783,4158,31995,480,3009,True,True,True
DE05_off128_r003_c008,DE05,Munich,DE05_off128_r003_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,61035,0.9313201904296875,554,624,53668,4015,2174,True,True,True
DE05_off128_r003_c009,DE05,Munich,DE05_off128_r003_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,44402,0.677520751953125,4806,5082,33963,529,22,True,True,True
DE05_off128_r003_c010,DE05,Munich,DE05_off128_r003_c010,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47901,0.7309112548828125,6503,4073,35006,2199,120,True,True,True
DE05_off128_r004_c000,DE05,Munich,DE05_off128_r004_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39319,0.5999603271484375,7834,4902,25752,725,106,True,True,True
DE05_off128_r004_c002,DE05,Munich,DE05_off128_r004_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41125,0.6275177001953125,6398,4188,28334,738,1467,True,True,True
DE05_off128_r004_c004,DE05,Munich,DE05_off128_r004_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39024,0.595458984375,19940,8976,8946,1153,9,True,True,True
DE05_off128_r004_c006,DE05,Munich,DE05_off128_r004_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33685,0.5139923095703125,10178,6078,16005,364,1060,True,True,True
DE05_off128_r004_c007,DE05,Munich,DE05_off128_r004_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37161,0.5670318603515625,6154,4258,26217,394,138,True,True,True
DE05_off128_r004_c008,DE05,Munich,DE05_off128_r004_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47431,0.7237396240234375,3634,3491,37599,2343,364,True,True,True
DE05_off128_r004_c009,DE05,Munich,DE05_off128_r004_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46617,0.7113189697265625,5108,4529,29637,5539,1804,True,True,True
DE05_off128_r004_c010,DE05,Munich,DE05_off128_r004_c010,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,49670,0.757904052734375,5198,4280,38576,1295,321,True,True,True
DE05_off128_r005_c000,DE05,Munich,DE05_off128_r005_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39655,0.6050872802734375,7642,4747,26299,955,12,True,True,True
DE05_off128_r005_c002,DE05,Munich,DE05_off128_r005_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,29358,0.447967529296875,9918,7230,11074,1085,51,True,True,True
DE05_off128_r005_c003,DE05,Munich,DE05_off128_r005_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34876,0.53216552734375,12342,8046,12917,1210,361,True,True,True
DE05_off128_r005_c004,DE05,Munich,DE05_off128_r005_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37980,0.57952880859375,20360,7585,8984,732,319,True,True,True
DE05_off128_r005_c005,DE05,Munich,DE05_off128_r005_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41355,0.6310272216796875,21466,7912,8582,937,2458,True,True,True
DE05_off128_r005_c006,DE05,Munich,DE05_off128_r005_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35109,0.5357208251953125,14019,7893,10355,2816,26,True,True,True
DE05_off128_r005_c007,DE05,Munich,DE05_off128_r005_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,30344,0.4630126953125,12173,7375,9610,1177,9,True,True,True
DE05_off128_r005_c008,DE05,Munich,DE05_off128_r005_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40828,0.62298583984375,10223,5233,23044,1447,881,True,True,True
DE05_off128_r005_c009,DE05,Munich,DE05_off128_r005_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,56686,0.864959716796875,1628,1670,49476,3190,722,True,True,True
DE05_off128_r006_c001,DE05,Munich,DE05_off128_r006_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42552,0.6492919921875,6555,4440,27483,4019,55,True,True,True
DE05_off128_r006_c003,DE05,Munich,DE05_off128_r006_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33133,0.5055694580078125,11861,8454,12248,559,11,True,True,True
DE05_off128_r006_c005,DE05,Munich,DE05_off128_r006_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,30713,0.4686431884765625,15022,8703,6131,709,148,True,True,True
DE05_off128_r006_c006,DE05,Munich,DE05_off128_r006_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,31620,0.48248291015625,10148,7633,12151,1169,519,True,True,True
DE05_off128_r006_c007,DE05,Munich,DE05_off128_r006_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33254,0.507415771484375,10174,6019,16041,978,42,True,True,True
DE05_off128_r007_c003,DE05,Munich,DE05_off128_r007_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,32606,0.497528076171875,12975,7326,11224,1072,9,True,True,True
DE05_off128_r007_c004,DE05,Munich,DE05_off128_r007_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41719,0.6365814208984375,6324,4119,27458,480,3338,True,True,True
DE05_off128_r007_c006,DE05,Munich,DE05_off128_r007_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,44211,0.6746063232421875,7079,4918,30887,580,747,True,True,True
DE05_off128_r007_c007,DE05,Munich,DE05_off128_r007_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39020,0.59539794921875,9325,5749,22994,913,39,True,True,True
DE05_off128_r008_c003,DE05,Munich,DE05_off128_r008_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41741,0.6369171142578125,6207,3801,30666,442,625,True,True,True
DE05_off128_r008_c007,DE05,Munich,DE05_off128_r008_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42932,0.65509033203125,7918,5092,29326,575,21,True,True,True
DE05_off128_r008_c008,DE05,Munich,DE05_off128_r008_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,43627,0.6656951904296875,8039,4898,30048,620,22,True,True,True
DE05_off128_r010_c006,DE05,Munich,DE05_off128_r010_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,62999,0.9612884521484375,405,607,56430,5555,2,True,True,True
DE06_off128_r000_c002,DE06,Nuremberg,DE06_off128_r000_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,43701,0.6668243408203125,6380,5422,26915,1825,3159,True,True,True
DE06_off128_r000_c003,DE06,Nuremberg,DE06_off128_r000_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,50244,0.76666259765625,6513,4505,38372,753,101,True,True,True
DE06_off128_r003_c001,DE06,Nuremberg,DE06_off128_r003_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,51316,0.78302001953125,4856,3053,40849,624,1934,True,True,True
DE06_off128_r003_c002,DE06,Nuremberg,DE06_off128_r003_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39572,0.60382080078125,6481,4148,26726,557,1660,True,True,True
DE06_off128_r004_c002,DE06,Nuremberg,DE06_off128_r004_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38228,0.58331298828125,12622,6467,17690,192,1257,True,True,True
DE06_off128_r004_c003,DE06,Nuremberg,DE06_off128_r004_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38564,0.58843994140625,11786,6640,18281,443,1414,True,True,True
DE06_off128_r004_c004,DE06,Nuremberg,DE06_off128_r004_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37916,0.57855224609375,10267,5144,21178,905,422,True,True,True
DE06_off128_r004_c005,DE06,Nuremberg,DE06_off128_r004_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38808,0.5921630859375,13773,6749,17588,427,271,True,True,True
DE06_off128_r004_c006,DE06,Nuremberg,DE06_off128_r004_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34199,0.5218353271484375,12715,7087,11920,720,1757,True,True,True
DE06_off128_r004_c009,DE06,Nuremberg,DE06_off128_r004_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47800,0.7293701171875,4254,2933,39742,670,201,True,True,True
DE06_off128_r005_c003,DE06,Nuremberg,DE06_off128_r005_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35439,0.5407562255859375,13909,7192,12208,1331,799,True,True,True
DE06_off128_r005_c004,DE06,Nuremberg,DE06_off128_r005_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34091,0.5201873779296875,15716,8427,7556,1824,568,True,True,True
DE06_off128_r005_c005,DE06,Nuremberg,DE06_off128_r005_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38468,0.58697509765625,21399,10147,5442,377,1103,True,True,True
DE06_off128_r005_c006,DE06,Nuremberg,DE06_off128_r005_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33311,0.5082855224609375,10884,6873,12084,370,3100,True,True,True
DE06_off128_r006_c001,DE06,Nuremberg,DE06_off128_r006_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,52193,0.7964019775390625,3226,3378,44715,638,236,True,True,True
DE06_off128_r006_c003,DE06,Nuremberg,DE06_off128_r006_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41341,0.6308135986328125,7169,5143,25920,821,2288,True,True,True
DE06_off128_r006_c004,DE06,Nuremberg,DE06_off128_r006_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,32772,0.50006103515625,14743,8276,7957,650,1146,True,True,True
DE06_off128_r006_c005,DE06,Nuremberg,DE06_off128_r006_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,30298,0.462310791015625,15252,7510,5783,1751,2,True,True,True
DE06_off128_r006_c006,DE06,Nuremberg,DE06_off128_r006_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,44675,0.6816864013671875,6994,4942,25042,1885,5812,True,True,True
DE06_off128_r006_c007,DE06,Nuremberg,DE06_off128_r006_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,51643,0.7880096435546875,5398,2679,42889,539,138,True,True,True
DE06_off128_r007_c004,DE06,Nuremberg,DE06_off128_r007_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,31158,0.475433349609375,12495,6636,10777,285,965,True,True,True
DE06_off128_r007_c005,DE06,Nuremberg,DE06_off128_r007_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37994,0.579742431640625,5165,4651,22873,1479,3826,True,True,True
DE06_off128_r007_c007,DE06,Nuremberg,DE06_off128_r007_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47307,0.7218475341796875,6021,3719,36521,1004,42,True,True,True
DE06_off128_r008_c005,DE06,Nuremberg,DE06_off128_r008_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,51198,0.781219482421875,3471,2671,41511,1600,1945,True,True,True
DE06_off128_r009_c004,DE06,Nuremberg,DE06_off128_r009_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47159,0.7195892333984375,4654,3467,34858,2578,1602,True,True,True
DE06_off128_r009_c009,DE06,Nuremberg,DE06_off128_r009_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,58571,0.8937225341796875,1243,2188,48540,5441,1159,True,True,True
DE06_off128_r011_c010,DE06,Nuremberg,DE06_off128_r011_c010,False,rejected,1,padding_fraction_exceeds_limit,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5,255",True,"0,1",True,0.78125,False,13393,0.2043609619140625,179,172,11418,1304,320,True,True,True
DE07_off128_r000_c003,DE07,Frankfurt,DE07_off128_r000_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35062,0.535003662109375,10783,6651,16864,533,231,True,True,True
DE07_off128_r001_c002,DE07,Frankfurt,DE07_off128_r001_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36823,0.5618743896484375,10024,6086,20267,285,161,True,True,True
DE07_off128_r001_c006,DE07,Frankfurt,DE07_off128_r001_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,51736,0.7894287109375,4359,3257,43571,521,28,True,True,True
DE07_off128_r001_c008,DE07,Frankfurt,DE07_off128_r001_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,51980,0.79315185546875,3587,2851,44558,662,322,True,True,True
DE07_off128_r002_c003,DE07,Frankfurt,DE07_off128_r002_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46446,0.708709716796875,5446,4252,35777,794,177,True,True,True
DE07_off128_r002_c004,DE07,Frankfurt,DE07_off128_r002_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45439,0.6933441162109375,5608,4495,32945,1568,823,True,True,True
DE07_off128_r002_c005,DE07,Frankfurt,DE07_off128_r002_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45012,0.68682861328125,4228,3415,35897,704,768,True,True,True
DE07_off128_r003_c001,DE07,Frankfurt,DE07_off128_r003_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37264,0.568603515625,8545,5591,22598,512,18,True,True,True
DE07_off128_r003_c004,DE07,Frankfurt,DE07_off128_r003_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33696,0.51416015625,10026,6691,16046,180,753,True,True,True
DE07_off128_r004_c002,DE07,Frankfurt,DE07_off128_r004_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38563,0.5884246826171875,8088,7210,21477,1752,36,True,True,True
DE07_off128_r004_c003,DE07,Frankfurt,DE07_off128_r004_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36241,0.5529937744140625,10032,6784,17961,669,795,True,True,True
DE07_off128_r004_c004,DE07,Frankfurt,DE07_off128_r004_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38696,0.5904541015625,10802,7280,20204,207,203,True,True,True
DE07_off128_r004_c005,DE07,Frankfurt,DE07_off128_r004_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,28906,0.441070556640625,14811,8104,5591,380,20,True,True,True
DE07_off128_r004_c006,DE07,Frankfurt,DE07_off128_r004_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37363,0.5701141357421875,10593,6172,18963,1195,440,True,True,True
DE07_off128_r004_c007,DE07,Frankfurt,DE07_off128_r004_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38085,0.5811309814453125,11101,5571,17244,1645,2524,True,True,True
DE07_off128_r004_c009,DE07,Frankfurt,DE07_off128_r004_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39722,0.606109619140625,8676,5356,21644,226,3820,True,True,True
DE07_off128_r005_c000,DE07,Frankfurt,DE07_off128_r005_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35196,0.53704833984375,3075,2781,28481,830,29,True,True,True
DE07_off128_r005_c001,DE07,Frankfurt,DE07_off128_r005_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33487,0.5109710693359375,10359,6822,13872,490,1944,True,True,True
DE07_off128_r005_c002,DE07,Frankfurt,DE07_off128_r005_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45205,0.6897735595703125,5452,4561,32165,1111,1916,True,True,True
DE07_off128_r005_c003,DE07,Frankfurt,DE07_off128_r005_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39677,0.6054229736328125,7940,7152,21907,2198,480,True,True,True
DE07_off128_r005_c004,DE07,Frankfurt,DE07_off128_r005_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35146,0.536285400390625,19493,8152,3487,1403,2611,True,True,True
DE07_off128_r005_c005,DE07,Frankfurt,DE07_off128_r005_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38949,0.5943145751953125,18199,8981,7143,551,4075,True,True,True
DE07_off128_r005_c006,DE07,Frankfurt,DE07_off128_r005_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38738,0.591094970703125,11003,6166,13379,1627,6563,True,True,True
DE07_off128_r005_c007,DE07,Frankfurt,DE07_off128_r005_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39073,0.5962066650390625,14151,6333,12732,990,4867,True,True,True
DE07_off128_r005_c008,DE07,Frankfurt,DE07_off128_r005_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41204,0.62872314453125,8177,4876,21256,5242,1653,True,True,True
DE07_off128_r006_c001,DE07,Frankfurt,DE07_off128_r006_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37510,0.572357177734375,7181,4974,21588,181,3586,True,True,True
