selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason,image_path,semantic_mask_path,validity_mask_path,provenance_mask_path,support_mask_path,conflict_mask_path,materialization_status,image_sha256,semantic_sha256,validity_sha256,provenance_sha256,support_sha256,conflict_sha256,tile_qa_status,parent_v3_image_path,parent_v3_semantic_mask_path,parent_v3_validity_mask_path,parent_v3_valid_pixel_count,temporal_removed_valid_pixel_count,temporal_retained_fraction_parent_valid
678,678,DE10_r006_c005,DE10,Dortmund,train,6,5,1536,1280,256,256,256,256,65536,0,0.0,28922,0.441314697265625,0.441314697265625,36614,0.558685302734375,13045,0.1990509033203125,12293,0.4250397621188023,0.1875762939453125,8784,0.3037134361385796,0.134033203125,7845,0.271246801742618,0.1197052001953125,0,0.0,0.0,0,0.0,0.0,5141,0.1777539589240025,20169,0.6973584122813083,3612,0.1248876287946891,5141,0,11515,0,7623,1031,3612,391306.8353732135,5705138.186498104,393866.8353732135,5707698.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r006_c005_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c005_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c005_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r006_c005_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r006_c005_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r006_c005_conflict.tif,PASS,20b7f63d26c8663479ca2a65ebe685818238efc6b5bd3bbda6c2353f69c04754,d8aeb85b40a0e32a7fd8731e58841f36577870b682a51866fdd21fe80ba2ba97,6233fd2947b273af3fafa1e04360fa3b072ca594f3af33d59af795e7c953aa8e,9adf916a2f373e6621d735569f796d9d3f4f9f441da481838d055a9a7e85b735,7d551eecb4f3669f7ccbf04cad2639e6f457f6ae007a2fd9e047a1094aadfac3,87bfa72ecb7053dc3ea9da526fb0a1e3402d3f6c0e0c4b4b43497a3ce826277a,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r006_c005_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c005_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c005_validity.tif,28922,0,1.0
679,679,DE10_r006_c006,DE10,Dortmund,train,6,6,1536,1536,256,256,256,256,65536,0,0.0,29945,0.4569244384765625,0.4569244384765625,35591,0.5430755615234375,15252,0.23272705078125,10733,0.3584237769243613,0.1637725830078125,7943,0.265252963766906,0.1212005615234375,10005,0.334112539656036,0.1526641845703125,906,0.0302554683586575,0.013824462890625,358,0.011955251294039,0.005462646484375,4418,0.1475371514443146,23109,0.7717148104858907,2418,0.0807480380697946,4418,0,10090,0,11921,1098,2418,393866.8353732135,5705138.186498104,396426.8353732135,5707698.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r006_c006_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c006_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c006_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r006_c006_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r006_c006_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r006_c006_conflict.tif,PASS,e5579c4fe49d64f9fd14e5080acc6fc59b2200042a20c2d01d7e001f80793287,60c52caa870f3851178b99a78c6fcd5cdb6874d38619443707078a4da6df18f4,fd434ee6d485adca5fea36dd618a029515eba42e9217226aab66fde6dd08c472,e7b225ede33871007501aa3066d764c947d6c2302288906cfa6e0b047beae14e,e521a033a913a4dfe33894f33b6932b993d4dfed9da8e04ca7f7187efda68371,ec107c1ca8ed8dbea0585348d59751a16ca2d2277bff8d0a978e16c58899ffe2,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r006_c006_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c006_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c006_validity.tif,29945,0,1.0
680,680,DE10_r006_c007,DE10,Dortmund,train,6,7,1536,1792,256,256,256,256,65536,0,0.0,30036,0.45831298828125,0.45831298828125,35500,0.54168701171875,11286,0.172210693359375,8686,0.2891863097616194,0.132537841796875,7543,0.2511319749633773,0.1150970458984375,12007,0.399753628978559,0.1832122802734375,0,0.0,0.0,1800,0.0599280862964442,0.0274658203125,4050,0.1348381941669996,21876,0.7283260087894526,4110,0.1368357970435477,4050,0,8061,0,12658,1157,4110,396426.8353732135,5705138.186498104,398986.8353732135,5707698.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r006_c007_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c007_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c007_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r006_c007_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r006_c007_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r006_c007_conflict.tif,PASS,94971d8b0e3af30e7b2eaef5553f66136f93a057e987dad6ccaf689d4ef09c00,079593b00b0d6127776e4c1b1dd1cf4c84eca33b59a97e14b4276b48f4d148de,49302289181e959f09af458017fae108bdc8c328202c5e54437a5459c7d78e35,9aa710898bb37dbc09eed8f4cac2bdac623b8bf44396e23d53852fd819219d66,3b1cd7658428db2530dd392ce114b1d60d858d1ba03af6fb3544d08b3154766f,4e32bad6e19b5bb8bae0b79beb38001822d1a3d3b76258688372ebfd5f69ae30,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r006_c007_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c007_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c007_validity.tif,30036,0,1.0
681,681,DE10_r006_c008,DE10,Dortmund,train,6,8,1536,2048,256,256,256,256,65536,0,0.0,34023,0.5191497802734375,0.5191497802734375,31513,0.4808502197265625,8994,0.137237548828125,8888,0.2612350468800517,0.1356201171875,6123,0.1799664932545631,0.0934295654296875,19012,0.5587984598653852,0.29010009765625,0,0.0,0.0,0,0.0,0.0,3911,0.1149516503541721,23180,0.6813038238838433,6932,0.2037445257619845,3911,0,7925,0,14621,634,6932,398986.8353732135,5705138.186498104,401546.8353732135,5707698.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r006_c008_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c008_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c008_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r006_c008_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r006_c008_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r006_c008_conflict.tif,PASS,c9f2191c3819bf9460308752c9bb06254ddab0e2564d7d2a7a076177702a0869,9fe6d56a03cf85d889d0fd46438b8b2513ca7618fb4ce2d38179457466eeb9fd,3a3454cd44ccc36eda585a2a0aaf3312bcb71e4411df54417acaaf812d1bfccc,4b46f7666abf973375c62f6b94154ee0001845047dd20ef13f40fa2c3d9edfae,db059c9cf8c5014014df769a23fe3c6538250b91cbd0f72bc53136c03ff9716b,4720c088f22f750f2b3b437fad26033950ee62519b102109e359704e109aea66,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r006_c008_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c008_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c008_validity.tif,34023,0,1.0
682,682,DE10_r006_c009,DE10,Dortmund,train,6,9,1536,2304,256,256,256,256,65536,0,0.0,39954,0.609649658203125,0.609649658203125,25582,0.390350341796875,7622,0.116302490234375,5757,0.1440907043099564,0.0878448486328125,4909,0.1228662962406767,0.0749053955078125,29288,0.7330429994493668,0.4468994140625,0,0.0,0.0,0,0.0,0.0,2800,0.0700805926815838,32345,0.8095559893877959,4809,0.1203634179306202,2800,0,5354,0,26803,188,4809,401546.8353732135,5705138.186498104,404106.8353732135,5707698.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r006_c009_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c009_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c009_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r006_c009_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r006_c009_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r006_c009_conflict.tif,PASS,5d75de45f46533861ae609b4bbe2f642aa1bbdde747cf7949310d18a4ce0670a,190360e471ae47ce061e5b5f9ba21758125bd40a618c5d8aca717ee6ce5ba306,849dee8c2735099ccd8fb95b4d0b91f86810c37d4d8275364f9e250a5c55e78f,92c4307948b2b551ce0a2f9b244ea77a1d57681cb5050fd06d21acfda6f70b56,23f03b11faa054d7286bfce853776362d3ca23819e1dff6e7875ffaca503169e,8e42e5d74b3f9622d584cf6da4246fc9a0ac56344a994cd8d10dfbad6d42a1c3,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r006_c009_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c009_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c009_validity.tif,39954,0,1.0
683,683,DE10_r006_c010,DE10,Dortmund,train,6,10,1536,2560,256,256,256,256,65536,0,0.0,45145,0.6888580322265625,0.6888580322265625,20391,0.3111419677734375,5118,0.078094482421875,5259,0.1164913057924465,0.0802459716796875,4041,0.0895115738176985,0.0616607666015625,35845,0.7939971203898549,0.5469512939453125,0,0.0,0.0,0,0.0,0.0,1909,0.0422859674382545,32469,0.7192158600066453,10767,0.2384981725551002,1909,0,4661,0,27432,376,10767,404106.8353732135,5705138.186498104,406666.8353732135,5707698.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r006_c010_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c010_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c010_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r006_c010_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r006_c010_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r006_c010_conflict.tif,PASS,3ffcc6a5855020bc0cc89860eec28a200457c3bba4fad282d293043b43468b76,45d9ef4b36966f5fc3c67b8019f13660459e9ab6a5bbaa89ba1dd075078d88d6,75d4695148f7795cefb57a667b0ea48eb978dedcc8cb4eb3cc627f18ad01b4d2,0d67ef5b8f653970cbe106a78a9dfe72c24d732f6eda42584ce8a2b15dc90d40,2e0a26785f3a0864b5de247249eef48c6a384e4dddfa8c55a1b21d422b7943ee,2243d8ba1fd798182bc62ce114154cbbd6a3251c36675919f8f76b1c5648a35a,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r006_c010_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r006_c010_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r006_c010_validity.tif,45145,0,1.0
684,684,DE10_r007_c000,DE10,Dortmund,train,7,0,1792,0,256,256,256,256,65536,0,0.0,36585,0.5582427978515625,0.5582427978515625,28951,0.4417572021484375,12341,0.1883087158203125,4592,0.1255159218258849,0.070068359375,5718,0.1562935629356293,0.087249755859375,22332,0.6104141041410414,0.34075927734375,3809,0.1041137078037447,0.0581207275390625,134,0.0036627032936996,0.002044677734375,3437,0.0939456061227279,28376,0.7756184228508952,4772,0.1304359710263769,3437,0,4303,0,21989,2084,4772,378506.8353732135,5702578.186498104,381066.8353732135,5705138.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r007_c000_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c000_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c000_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r007_c000_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r007_c000_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r007_c000_conflict.tif,PASS,8964467657f4b804d7fa409f1ebf18d3adbed6a8e7c35de362fba276bd1ffe43,ca7057dd46acd22b597f6d02f5d284030577c68278fa9c89c04192528f96ba58,7753ec1e16eac8dd8c949dc9d01704af4606a84623037011b9bc3442e9cb7aff,025a2d6f97f86062d3afab7b7c90b6fd5d6f62ca21d6abefa3a28f58afc86f31,6f3082d80ed5ade70e3687035794309e6ad7c17dddfbfa526afa58b9aee4f607,49fb9a2086c47f2ef43e7a4e5515a3e43c975f04ed12a02ddf83d1b879ef60be,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r007_c000_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c000_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c000_validity.tif,36585,0,1.0
685,685,DE10_r007_c001,DE10,Dortmund,train,7,1,1792,256,256,256,256,256,65536,0,0.0,26609,0.4060211181640625,0.4060211181640625,38927,0.5939788818359375,12600,0.1922607421875,10325,0.3880266075388026,0.1575469970703125,6808,0.2558532827238904,0.1038818359375,8023,0.3015145251606599,0.1224212646484375,470,0.0176631966627832,0.007171630859375,983,0.0369423879138637,0.0149993896484375,4718,0.1773084294787477,19373,0.7280619339321283,2518,0.0946296365891239,4718,0,9393,0,9329,651,2518,381066.8353732135,5702578.186498104,383626.8353732135,5705138.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r007_c001_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c001_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c001_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r007_c001_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r007_c001_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r007_c001_conflict.tif,PASS,094bf6758bfc55a260d860dadb292c9477121812671c37acac479168449b05ef,e24b9c795b98b17d101b355bef8458118c49eb0355478cfc995456b6cfabbe4e,11dfb828b68dd7cf13e797e1901edd76d215724e2d14a06971b09bb9a5b03afd,26f7cc75a6c110cd0b2f5e78e6605d6c1ac02ed4493aa497acbf3736cfb8d61d,e478c17ca9d347ada47876af679891456de9dd51a7ef7a3703ef303c93e52006,e04b2792f2a8889eb05770a787008e5ab61f75f3c98088b307bb020c9d854459,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r007_c001_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c001_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c001_validity.tif,26609,0,1.0
686,686,DE10_r007_c002,DE10,Dortmund,train,7,2,1792,512,256,256,256,256,65536,0,0.0,44841,0.6842193603515625,0.6842193603515625,20695,0.3157806396484375,5669,0.0865020751953125,4418,0.0985259026337503,0.067413330078125,2928,0.0652973840904529,0.044677734375,37495,0.8361767132757967,0.5721282958984375,0,0.0,0.0,0,0.0,0.0,2845,0.0634463995004571,31338,0.6988693383287616,10658,0.2376842621707812,2845,0,3531,0,27654,153,10658,383626.8353732135,5702578.186498104,386186.8353732135,5705138.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,False,False,False,True,buildings>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r007_c002_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c002_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c002_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r007_c002_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r007_c002_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r007_c002_conflict.tif,PASS,232089b73b933db55399d7aef52478a2c2c16935771963c6ea1ab46d51a6a6b2,a583771951a7fda11a7e72aa67b30e1961c6faddfe0724bbd47c50f0ce7c38b6,b36ae9d6f3485f0064cb92d8a5d1a8f0fb47b4822d4d30255f734f8542ee0e17,f06c52deae3b9daad5927edf54b85b75d830de07d47a130e448f21ba0b0ac3ca,4eaf13d4e9d0d7f5a7b84a11b371da3e1c7a39733bcfb427c1832be1aeb74f8d,aee556f6e72604f72992959efd05828802d7d834158aa4a3d0d456773981c92b,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r007_c002_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c002_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c002_validity.tif,44841,0,1.0
687,687,DE10_r007_c003,DE10,Dortmund,train,7,3,1792,768,256,256,256,256,65536,0,0.0,47380,0.72296142578125,0.72296142578125,18156,0.27703857421875,4079,0.0622406005859375,3719,0.0784930350358801,0.0567474365234375,3276,0.0691430983537357,0.04998779296875,40385,0.8523638666103841,0.6162261962890625,0,0.0,0.0,0,0.0,0.0,1585,0.0334529337273111,36424,0.768763191219924,9371,0.1977838750527648,1585,0,3590,0,32721,113,9371,386186.8353732135,5702578.186498104,388746.8353732135,5705138.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3\fused\DE10\DE10_v3_semantic.tif,data\interim\labels_v3\fused\DE10\DE10_v3_validity.tif,data\interim\labels_v3\fused\DE10\DE10_v3_provenance.tif,data\interim\labels_v3\fused\DE10\DE10_v3_support_count.tif,data\interim\labels_v3\fused\DE10\DE10_v3_source_conflict.tif,True,True,False,False,False,True,buildings>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\images\DE10_r007_c003_image.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c003_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c003_validity.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\provenance_masks\DE10_r007_c003_provenance.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\support_masks\DE10_r007_c003_support.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\conflict_masks\DE10_r007_c003_conflict.tif,PASS,fd0bcf0b1f4d8f77766cce4f9b2fbc00444d3ed7d64a231f7390406ca23cd25e,ec98dfea5a2487308905bc0ece44422de5e028a2b8d84998ffc0938b66a74dd3,b536f943d2024d4400bf5ad47ec54a7dad789c4ba8ada3b7aed0600415a06150,5c8fbc6890f207497489604f75b37aa15af8e0f1224c4e9c55494cd848929546,22c029529b7e5b5b2b487dd713e6692d1295c304143e7da86ee7c369c79a5f5e,24406588b66144f6adc29389de4a5a72ecb2a9beabb65cfb76cbb53e05dff098,PASS,data\processed\dataset_v3\tiles\train\DE10_Dortmund\images\DE10_r007_c003_image.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\semantic_masks\DE10_r007_c003_semantic.tif,data\processed\dataset_v3\tiles\train\DE10_Dortmund\validity_masks\DE10_r007_c003_validity.tif,47380,0,1.0
