sample_type,city_id,city_name,split,stratum,x,y,crs,pixel_row,pixel_col,highway,estimated_width_m,bare_tier,osm_bare,dw_bare,ua_bare,ua_code,vv,vh,review_decision,review_notes
road,DE04,Stuttgart,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk,512358.6922394023,5393946.409222057,EPSG:32632,2360,1392,trunk,12.8,,,,,,0.10350891947746277,0.03806334361433983,,
road,DE04,Stuttgart,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk,526751.2577592909,5412193.761176472,EPSG:32632,535,2831,trunk,11.2,,,,,,0.027695290744304657,0.005169380456209183,,
road,DE04,Stuttgart,train,retain_major_candidate|subpixel_lt_10m|trunk,508921.8723482278,5410854.49369763,EPSG:32632,669,1048,trunk,6.4,,,,,,0.06400581449270248,0.00901885237544775,,
road,DE04,Stuttgart,train,retain_major_candidate|subpixel_lt_10m|trunk,527978.3712128374,5395934.895903472,EPSG:32632,2161,2954,trunk,6.4,,,,,,0.09538181126117706,0.012840974144637585,,
road,DE04,Stuttgart,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk_link,521547.44129139883,5407355.263750404,EPSG:32632,1019,2310,trunk_link,15.0,,,,,,0.04607367888092995,0.012426789849996567,,
road,DE04,Stuttgart,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk_link,521554.447955015,5407341.984534473,EPSG:32632,1020,2311,trunk_link,15.0,,,,,,0.05218711867928505,0.010293838568031788,,
road,DE04,Stuttgart,train,retain_major_candidate|subpixel_lt_10m|trunk_link,508417.5820218653,5398399.693286096,EPSG:32632,1914,997,trunk_link,6.4,,,,,,0.09529273957014084,0.027043171226978302,,
road,DE04,Stuttgart,train,retain_major_candidate|subpixel_lt_10m|trunk_link,512225.9327499262,5394301.179850624,EPSG:32632,2324,1378,trunk_link,5.0,,,,,,0.24729707837104797,0.010028259828686714,,
road,DE04,Stuttgart,train,manual_review_candidate|one_to_two_pixels_10_20m|unclassified,518333.61238294037,5407317.883853929,EPSG:32632,1023,1989,unclassified,10.0,,,,,,0.10719770193099976,0.042125120759010315,,
road,DE04,Stuttgart,train,manual_review_candidate|one_to_two_pixels_10_20m|unclassified,512842.0243651351,5406843.443688106,EPSG:32632,1070,1440,unclassified,10.5,,,,,,0.10728204250335693,0.024596337229013443,,
road,DE04,Stuttgart,train,manual_review_candidate|subpixel_lt_10m|unclassified,499010.18266805523,5395081.121720696,EPSG:32632,2246,57,unclassified,6.4,,,,,,0.09648992121219635,0.021741162985563278,,
road,DE04,Stuttgart,train,manual_review_candidate|subpixel_lt_10m|unclassified,511678.180551552,5407406.54482892,EPSG:32632,1014,1324,unclassified,5.0,,,,,,0.10173258185386658,0.017474643886089325,,
road,DE04,Stuttgart,train,manual_review_candidate|two_plus_pixels_ge_20m|unclassified,517145.2814335574,5403725.274064627,EPSG:32632,1382,1870,unclassified,22.400000000000002,,,,,,0.09479677677154541,0.017612945288419724,,
road,DE04,Stuttgart,train,manual_review_candidate|two_plus_pixels_ge_20m|unclassified,517151.9968079169,5403737.950447088,EPSG:32632,1381,1871,unclassified,22.400000000000002,,,,,,0.07223960757255554,0.01635814644396305,,
bare_land,DE04,Stuttgart,train,current_v3,504182.70616791205,5415014.149969402,EPSG:32632,253,574,,,current_v3,1,0,1,13100,0.06687459349632263,0.01285974495112896,,
bare_land,DE04,Stuttgart,train,current_v3,503052.70616791205,5416014.149969402,EPSG:32632,153,461,,,current_v3,1,0,1,13100,0.07108238339424133,0.008662713691592216,,
bare_land,DE04,Stuttgart,train,single_source_osm,505722.70616791205,5408904.149969402,EPSG:32632,864,728,,,single_source_osm,1,0,0,21000,0.0923474058508873,0.021630296483635902,,
bare_land,DE04,Stuttgart,train,single_source_osm,510102.70616791205,5388164.149969402,EPSG:32632,2938,1166,,,single_source_osm,1,0,0,14200,0.029536811634898186,0.009470086544752121,,
bare_land,DE04,Stuttgart,train,single_source_ua,503962.70616791205,5389924.149969402,EPSG:32632,2762,552,,,single_source_ua,0,0,1,13300,0.17279328405857086,0.07583240419626236,,
bare_land,DE04,Stuttgart,train,single_source_ua,512132.70616791205,5399454.149969402,EPSG:32632,1809,1369,,,single_source_ua,0,0,1,13300,6.145933151245117,0.8223971128463745,,
road,DE05,Munich,train,likely_ignore_candidate|one_to_two_pixels_10_20m|living_street,694662.4230396134,5337281.860800318,EPSG:32632,1225,1756,living_street,10.5,,,,,,0.15890152752399445,0.07437462359666824,,
road,DE05,Munich,train,likely_ignore_candidate|one_to_two_pixels_10_20m|living_street,694665.7319101812,5337287.547891989,EPSG:32632,1225,1757,living_street,10.5,,,,,,0.19202034175395966,0.09397034347057343,,
road,DE05,Munich,train,likely_ignore_candidate|subpixel_lt_10m|living_street,683351.1243784351,5329060.2311540395,EPSG:32632,2048,625,living_street,6.0,,,,,,0.5751276016235352,0.09247761964797974,,
road,DE05,Munich,train,likely_ignore_candidate|subpixel_lt_10m|living_street,681719.6776823505,5348405.549936685,EPSG:32632,113,462,living_street,6.0,,,,,,0.3244103193283081,0.1457807421684265,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway,694636.3966709715,5331761.962311942,EPSG:32632,1777,1754,motorway,12.8,,,,,,0.05786461755633354,0.008827468380331993,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway,699799.0642798519,5324231.524316605,EPSG:32632,2530,2270,motorway,12.8,,,,,,0.05633256956934929,0.02445126697421074,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|motorway,684119.9370742539,5325953.415374963,EPSG:32632,2358,702,motorway,9.600000000000001,,,,,,0.05492372438311577,0.013146476820111275,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|motorway,697178.5273005208,5335186.257481722,EPSG:32632,1435,2008,motorway,6.4,,,,,,0.06292814016342163,0.022292103618383408,,
road,DE05,Munich,train,retain_major_candidate|two_plus_pixels_ge_20m|motorway,703366.5517025876,5339112.319019327,EPSG:32632,1042,2627,motorway,22.400000000000002,,,,,,0.030994795262813568,0.00791094172745943,,
road,DE05,Munich,train,retain_major_candidate|two_plus_pixels_ge_20m|motorway,703151.0321535111,5339395.369318465,EPSG:32632,1014,2605,motorway,22.400000000000002,,,,,,0.0355757400393486,0.004367575980722904,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway_link,684707.0488466305,5342662.719699792,EPSG:32632,687,761,motorway_link,12.8,,,,,,0.0926690474152565,0.011172840371727943,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway_link,700263.7842420213,5335394.11075155,EPSG:32632,1414,2316,motorway_link,12.8,,,,,,0.15485945343971252,0.062312718480825424,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|motorway_link,699669.9568342555,5324359.58482633,EPSG:32632,2518,2257,motorway_link,3.2,,,,,,0.0822506919503212,0.012940769083797932,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|motorway_link,701603.6493569036,5335557.403527525,EPSG:32632,1398,2450,motorway_link,3.2,,,,,,0.08704815059900284,0.0207013338804245,,
road,DE05,Munich,train,likely_ignore_candidate|one_to_two_pixels_10_20m|pedestrian,689069.864085074,5334125.8295448115,EPSG:32632,1541,1197,pedestrian,12.0,,,,,,0.15881788730621338,0.04070539399981499,,
road,DE05,Munich,train,likely_ignore_candidate|one_to_two_pixels_10_20m|pedestrian,689130.7630219397,5334122.841836544,EPSG:32632,1541,1203,pedestrian,12.0,,,,,,0.200334370136261,0.0548117533326149,,
road,DE05,Munich,train,likely_ignore_candidate|subpixel_lt_10m|pedestrian,692678.6819615059,5340278.730025516,EPSG:32632,926,1558,pedestrian,5.0,,,,,,0.37228721380233765,0.052041128277778625,,
road,DE05,Munich,train,likely_ignore_candidate|subpixel_lt_10m|pedestrian,684716.0617879936,5329301.021340003,EPSG:32632,2023,762,pedestrian,5.0,,,,,,0.08364992588758469,0.01807359978556633,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|primary,701430.2008415004,5335810.891078264,EPSG:32632,1372,2433,primary,12.8,,,,,,0.10549374669790268,0.022319406270980835,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|primary,699749.9911875366,5332947.881691772,EPSG:32632,1659,2265,primary,12.8,,,,,,0.09078988432884216,0.04146009311079979,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|primary,705042.7843079683,5331319.9993898645,EPSG:32632,1822,2794,primary,6.4,,,,,,0.06956034898757935,0.018005043268203735,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|primary,687162.5922030992,5336186.4550145995,EPSG:32632,1335,1006,primary,6.4,,,,,,0.10561523586511612,0.013714800588786602,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|primary_link,688561.3194930936,5334914.593225708,EPSG:32632,1462,1146,primary_link,12.8,,,,,,3.5086135864257812,0.07136360555887222,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|primary_link,688560.2423707066,5334952.796936499,EPSG:32632,1458,1146,primary_link,12.8,,,,,,0.5509028434753418,0.03489517793059349,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|primary_link,703100.9348017224,5337816.665824617,EPSG:32632,1172,2600,primary_link,3.2,,,,,,0.1976906657218933,0.019638771191239357,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|primary_link,695258.7496883455,5347351.399112588,EPSG:32632,218,1816,primary_link,3.2,,,,,,0.1756061464548111,0.017837954685091972,,
road,DE05,Munich,train,manual_review_candidate|one_to_two_pixels_10_20m|residential,689416.4580397177,5334524.418805674,EPSG:32632,1501,1232,residential,12.0,,,,,,0.4773556888103485,0.125447079539299,,
road,DE05,Munich,train,manual_review_candidate|one_to_two_pixels_10_20m|residential,690730.349337373,5334382.959499506,EPSG:32632,1515,1363,residential,10.3,,,,,,0.7614666223526001,0.07551725953817368,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|residential,677208.600748264,5340570.353709439,EPSG:32632,897,11,residential,3.2,,,,,,0.09373115003108978,0.01864183321595192,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|residential,691198.4077082735,5340873.040964113,EPSG:32632,866,1410,residential,9.600000000000001,,,,,,0.41284698247909546,0.021497802808880806,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|secondary,693268.8785212233,5330941.610024112,EPSG:32632,1859,1617,secondary,12.8,,,,,,0.09187043458223343,0.02182355709373951,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|secondary,692682.9014450114,5341965.718839373,EPSG:32632,757,1558,secondary,12.8,,,,,,0.12179001420736313,0.020524578168988228,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|secondary,694180.8399707687,5334605.904132875,EPSG:32632,1493,1708,secondary,6.4,,,,,,0.420581579208374,0.07418350130319595,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|secondary,685836.1782591844,5328649.193234671,EPSG:32632,2089,874,secondary,6.4,,,,,,0.2570341229438782,0.08543824404478073,,
road,DE05,Munich,train,retain_major_candidate|two_plus_pixels_ge_20m|secondary,691858.6202812485,5335798.318810578,EPSG:32632,1374,1476,secondary,22.400000000000002,,,,,,0.3013879060745239,0.0717737078666687,,
road,DE05,Munich,train,retain_major_candidate|two_plus_pixels_ge_20m|secondary,691827.8106873166,5335683.853943894,EPSG:32632,1385,1473,secondary,22.400000000000002,,,,,,0.3120448589324951,0.08324731886386871,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|secondary_link,687891.6731508039,5330305.574192642,EPSG:32632,1923,1079,secondary_link,12.8,,,,,,0.2750140428543091,0.024317940697073936,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|secondary_link,698901.8003455984,5346155.501599542,EPSG:32632,338,2180,secondary_link,3.2,,,,,,0.07041352987289429,0.019491292536258698,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|secondary_link,689014.825600113,5331986.311202961,EPSG:32632,1755,1191,secondary_link,3.2,,,,,,0.08239374309778214,0.0214886162430048,,
road,DE05,Munich,train,likely_ignore_candidate|one_to_two_pixels_10_20m|service,688071.2863244065,5334392.917701604,EPSG:32632,1514,1097,service,10.0,,,,,,0.14750385284423828,0.03977837786078453,,
road,DE05,Munich,train,likely_ignore_candidate|one_to_two_pixels_10_20m|service,687926.4467462939,5330240.506689543,EPSG:32632,1930,1083,service,10.0,,,,,,0.22598892450332642,0.017884498462080956,,
road,DE05,Munich,train,likely_ignore_candidate|subpixel_lt_10m|service,689346.793657969,5347126.620567923,EPSG:32632,241,1225,service,5.0,,,,,,0.1434151828289032,0.019011622294783592,,
road,DE05,Munich,train,likely_ignore_candidate|subpixel_lt_10m|service,688360.5805092095,5323926.283695331,EPSG:32632,2561,1126,service,5.0,,,,,,0.1612713634967804,0.020535994321107864,,
road,DE05,Munich,train,likely_ignore_candidate|two_plus_pixels_ge_20m|service,687689.0641579062,5335933.578042047,EPSG:32632,1360,1059,service,25.0,,,,,,0.43476617336273193,0.16008105874061584,,
road,DE05,Munich,train,likely_ignore_candidate|two_plus_pixels_ge_20m|service,688048.9398752097,5334240.016965876,EPSG:32632,1530,1095,service,20.0,,,,,,0.4435858726501465,0.17732106149196625,,
road,DE05,Munich,train,manual_review_candidate|one_to_two_pixels_10_20m|tertiary,692961.6805966632,5339915.314248758,EPSG:32632,962,1586,tertiary,12.8,,,,,,0.3094503879547119,0.10845866799354553,,
road,DE05,Munich,train,manual_review_candidate|one_to_two_pixels_10_20m|tertiary,704787.83044241,5338552.47272842,EPSG:32632,1098,2769,tertiary,10.0,,,,,,0.07379832863807678,0.027717091143131256,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|tertiary,701564.6365670548,5324811.754557534,EPSG:32632,2472,2446,tertiary,6.4,,,,,,0.16410279273986816,0.01906771957874298,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|tertiary,701269.6069764835,5331499.840069726,EPSG:32632,1804,2417,tertiary,6.4,,,,,,0.08665069937705994,0.03215407207608223,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|tertiary_link,697176.0468132813,5339958.618125254,EPSG:32632,958,2008,tertiary_link,6.0,,,,,,0.053606003522872925,0.011368853971362114,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|tertiary_link,683128.6135946813,5328855.929811113,EPSG:32632,2068,603,tertiary_link,6.0,,,,,,0.04157870635390282,0.005513590760529041,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk,692025.2227687674,5331486.199683815,EPSG:32632,1805,1493,trunk,12.0,,,,,,0.24117572605609894,0.02220052108168602,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk,690433.8178483802,5331954.357356958,EPSG:32632,1758,1333,trunk,12.8,,,,,,0.06157287582755089,0.026349687948822975,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|trunk,700085.7148329164,5340909.785574431,EPSG:32632,863,2299,trunk,9.600000000000001,,,,,,0.05816810205578804,0.012066365219652653,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|trunk,688657.7845100776,5335763.795148425,EPSG:32632,1377,1156,trunk,9.600000000000001,,,,,,0.26221606135368347,0.024956610053777695,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk_link,688138.0329077282,5333839.673596092,EPSG:32632,1570,1104,trunk_link,12.8,,,,,,0.06838702410459518,0.02684975042939186,,
road,DE05,Munich,train,retain_major_candidate|one_to_two_pixels_10_20m|trunk_link,688507.0527771309,5334987.419172108,EPSG:32632,1455,1141,trunk_link,16.0,,,,,,0.23082467913627625,0.0247561726719141,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|trunk_link,692453.9000334917,5339240.83573753,EPSG:32632,1029,1535,trunk_link,6.4,,,,,,0.2915264964103699,0.11581007391214371,,
road,DE05,Munich,train,retain_major_candidate|subpixel_lt_10m|trunk_link,697351.4291137361,5331327.354444073,EPSG:32632,1821,2025,trunk_link,3.2,,,,,,0.06061762571334839,0.004065502900630236,,
road,DE05,Munich,train,manual_review_candidate|one_to_two_pixels_10_20m|unclassified,698236.8383350867,5334550.051046573,EPSG:32632,1499,2114,unclassified,10.9,,,,,,0.12324342131614685,0.0641217976808548,,
road,DE05,Munich,train,manual_review_candidate|one_to_two_pixels_10_20m|unclassified,698384.6849744398,5334460.603650583,EPSG:32632,1508,2128,unclassified,10.9,,,,,,0.27269992232322693,0.04200509563088417,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|unclassified,696878.4711416609,5329268.317464848,EPSG:32632,2027,1978,unclassified,6.4,,,,,,0.3760332465171814,0.03904994949698448,,
road,DE05,Munich,train,manual_review_candidate|subpixel_lt_10m|unclassified,697499.9223866636,5325645.850858858,EPSG:32632,2389,2040,unclassified,6.4,,,,,,0.08120579272508621,0.006622216198593378,,
bare_land,DE05,Munich,train,current_v3,694470.145199985,5322265.636082032,EPSG:32632,2727,1737,,,current_v3,1,0,1,13100,0.05761156231164932,0.01641031727194786,,
bare_land,DE05,Munich,train,current_v3,699840.145199985,5337985.636082032,EPSG:32632,1155,2274,,,current_v3,1,0,1,13100,0.09465213865041733,0.012574752792716026,,
bare_land,DE05,Munich,train,tier2_osm_dw_new,681260.145199985,5329175.636082032,EPSG:32632,2036,416,,,tier2_osm_dw_new,1,1,0,12220,0.09011184424161911,0.009497207589447498,,
bare_land,DE05,Munich,train,tier2_osm_dw_new,681270.145199985,5329175.636082032,EPSG:32632,2036,417,,,tier2_osm_dw_new,1,1,0,12220,0.07491496950387955,0.008952759206295013,,
bare_land,DE05,Munich,train,single_source_osm,704120.145199985,5327865.636082032,EPSG:32632,2167,2702,,,single_source_osm,1,0,0,13400,0.044583484530448914,0.009595529176294804,,
bare_land,DE05,Munich,train,single_source_osm,699930.145199985,5322935.636082032,EPSG:32632,2660,2283,,,single_source_osm,1,0,0,21000,0.07977504283189774,0.013422028161585331,,
bare_land,DE05,Munich,train,single_source_ua,706550.145199985,5337125.636082032,EPSG:32632,1241,2945,,,single_source_ua,0,0,1,13300,0.4041250944137573,0.04235212877392769,,
bare_land,DE05,Munich,train,single_source_ua,703770.145199985,5337875.636082032,EPSG:32632,1166,2667,,,single_source_ua,0,0,1,13300,3.2687172889709473,0.06997616589069366,,
road,DE06,Nuremberg,train,likely_ignore_candidate|one_to_two_pixels_10_20m|living_street,650346.1856671721,5479933.362854107,EPSG:32632,1485,1483,living_street,10.0,,,,,,2.712944984436035,0.14774858951568604,,
road,DE06,Nuremberg,train,likely_ignore_candidate|subpixel_lt_10m|living_street,652137.656379834,5482056.864651787,EPSG:32632,1273,1662,living_street,5.0,,,,,,0.1973542720079422,0.03599316626787186,,
road,DE06,Nuremberg,train,likely_ignore_candidate|subpixel_lt_10m|living_street,652067.5853021792,5480845.318416152,EPSG:32632,1394,1655,living_street,6.8,,,,,,0.23311056196689606,0.06840971112251282,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway,661455.3293295612,5481524.044102209,EPSG:32632,1326,2594,motorway,12.8,,,,,,0.027807336300611496,0.0030821217224001884,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway,648610.2818185042,5465182.454984125,EPSG:32632,2960,1309,motorway,12.8,,,,,,0.08148331195116043,0.032756250351667404,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|motorway,643745.2497318238,5493444.263283508,EPSG:32632,134,823,motorway,9.600000000000001,,,,,,0.15162725746631622,0.01896422542631626,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|motorway,657497.3675486052,5470757.652596351,EPSG:32632,2403,2198,motorway,9.600000000000001,,,,,,0.08348751068115234,0.01647108420729637,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway_link,644274.2116640954,5486915.794427238,EPSG:32632,787,876,motorway_link,12.8,,,,,,0.05467654764652252,0.012822115793824196,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|motorway_link,644309.1141554324,5486917.135636427,EPSG:32632,787,879,motorway_link,12.8,,,,,,0.04852072522044182,0.010610315017402172,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|motorway_link,654902.8364034849,5471466.09480926,EPSG:32632,2332,1939,motorway_link,3.2,,,,,,0.028211472555994987,0.0057958331890404224,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|motorway_link,651026.2315289073,5473529.853820855,EPSG:32632,2125,1551,motorway_link,3.2,,,,,,0.07913229614496231,0.009099838323891163,,
road,DE06,Nuremberg,train,likely_ignore_candidate|one_to_two_pixels_10_20m|pedestrian,650514.043447352,5479878.707614753,EPSG:32632,1490,1500,pedestrian,15.0,,,,,,0.4880664348602295,0.04501795023679733,,
road,DE06,Nuremberg,train,likely_ignore_candidate|subpixel_lt_10m|pedestrian,650792.7920480215,5479265.201372374,EPSG:32632,1552,1528,pedestrian,5.0,,,,,,0.3071720004081726,0.03069518692791462,,
road,DE06,Nuremberg,train,likely_ignore_candidate|subpixel_lt_10m|pedestrian,644285.3566062312,5482178.011536399,EPSG:32632,1261,877,pedestrian,5.0,,,,,,0.3937872648239136,0.11807823181152344,,
road,DE06,Nuremberg,train,likely_ignore_candidate|two_plus_pixels_ge_20m|pedestrian,650408.4293908891,5479668.778812442,EPSG:32632,1511,1489,pedestrian,20.0,,,,,,1.434383511543274,0.10328567028045654,,
road,DE06,Nuremberg,train,likely_ignore_candidate|two_plus_pixels_ge_20m|pedestrian,650468.4611871464,5479555.7863647565,EPSG:32632,1523,1495,pedestrian,20.0,,,,,,0.5815417170524597,0.05773415416479111,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|primary,647632.3069918926,5474538.399484659,EPSG:32632,2025,1212,primary,12.8,,,,,,0.47901755571365356,0.043218519538640976,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|primary,654707.831925899,5486731.269146949,EPSG:32632,805,1919,primary,12.8,,,,,,0.053859975188970566,0.014556929469108582,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|primary,648735.6724336008,5477290.183028039,EPSG:32632,1749,1322,primary,6.4,,,,,,0.23175175487995148,0.02868889831006527,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|primary,648836.5988917422,5481219.148483666,EPSG:32632,1356,1332,primary,6.4,,,,,,22.507421493530273,0.35157477855682373,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|primary_link,652414.4698536705,5482368.826401966,EPSG:32632,1241,1690,primary_link,10.0,,,,,,2.570148468017578,0.03098282404243946,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|primary_link,652307.0796493029,5477527.907287349,EPSG:32632,1726,1679,primary_link,14.5,,,,,,0.053991153836250305,0.00809448305517435,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|primary_link,643847.8584450218,5477907.839778032,EPSG:32632,1688,833,primary_link,3.2,,,,,,0.19080838561058044,0.04278210923075676,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|primary_link,652818.4619166609,5476115.953124015,EPSG:32632,1867,1730,primary_link,3.2,,,,,,0.06238052248954773,0.013973930850625038,,
road,DE06,Nuremberg,train,manual_review_candidate|one_to_two_pixels_10_20m|residential,651496.2726303694,5479970.813532513,EPSG:32632,1481,1598,residential,14.5,,,,,,0.7264968752861023,0.0268869549036026,,
road,DE06,Nuremberg,train,manual_review_candidate|one_to_two_pixels_10_20m|residential,652507.1232894203,5477278.803167834,EPSG:32632,1750,1699,residential,12.8,,,,,,0.062087900936603546,0.012655979953706264,,
road,DE06,Nuremberg,train,manual_review_candidate|subpixel_lt_10m|residential,658275.1590027721,5469354.162891066,EPSG:32632,2543,2276,residential,8.0,,,,,,0.263436883687973,0.016715627163648605,,
road,DE06,Nuremberg,train,manual_review_candidate|subpixel_lt_10m|residential,654977.9615841646,5481756.313555464,EPSG:32632,1303,1946,residential,8.0,,,,,,0.20887157320976257,0.03334633260965347,,
road,DE06,Nuremberg,train,manual_review_candidate|two_plus_pixels_ge_20m|residential,644658.0364091827,5479825.39380719,EPSG:32632,1496,914,residential,27.3,,,,,,0.1046295240521431,0.04244888946413994,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|secondary,643937.1933559541,5468762.059250744,EPSG:32632,2602,842,secondary,12.0,,,,,,0.07658230513334274,0.021139714866876602,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|secondary,662382.3589421102,5484748.136612119,EPSG:32632,1004,2687,secondary,12.0,,,,,,0.11281231790781021,0.024683678522706032,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|secondary,646409.7379476993,5481904.154793322,EPSG:32632,1288,1089,secondary,9.600000000000001,,,,,,0.2787322402000427,0.06886588037014008,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|secondary,652038.9752555324,5479231.621569503,EPSG:32632,1555,1652,secondary,6.4,,,,,,0.26510101556777954,0.0413496308028698,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|secondary_link,654550.6796459614,5477218.685490094,EPSG:32632,1756,1904,secondary_link,15.0,,,,,,0.04258941859006882,0.01065896637737751,,
road,DE06,Nuremberg,train,retain_major_candidate|one_to_two_pixels_10_20m|secondary_link,653577.4277020717,5480317.276236463,EPSG:32632,1447,1806,secondary_link,12.0,,,,,,0.6566784381866455,0.20925486087799072,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|secondary_link,642327.6685281133,5493148.182588814,EPSG:32632,164,681,secondary_link,3.2,,,,,,0.09157338738441467,0.01737254485487938,,
road,DE06,Nuremberg,train,retain_major_candidate|subpixel_lt_10m|secondary_link,642397.9010919903,5494463.452978497,EPSG:32632,32,688,secondary_link,3.2,,,,,,0.11820968240499496,0.029413243755698204,,
road,DE06,Nuremberg,train,likely_ignore_candidate|subpixel_lt_10m|service,648467.1655222448,5476357.101304554,EPSG:32632,1843,1295,service,5.0,,,,,,0.09025925397872925,0.018386948853731155,,
road,DE06,Nuremberg,train,likely_ignore_candidate|subpixel_lt_10m|service,656623.3504807759,5489129.687556328,EPSG:32632,565,2111,service,5.0,,,,,,0.14951971173286438,0.029921935871243477,,
road,DE06,Nuremberg,train,manual_review_candidate|one_to_two_pixels_10_20m|tertiary,640355.9771149852,5484979.829929038,EPSG:32632,980,484,tertiary,10.0,,,,,,0.0883798822760582,0.02374471351504326,,
road,DE06,Nuremberg,train,manual_review_candidate|one_to_two_pixels_10_20m|tertiary,644127.205386414,5474678.647816328,EPSG:32632,2010,861,tertiary,10.0,,,,,,0.056275274604558945,0.014643624424934387,,
road,DE06,Nuremberg,train,manual_review_candidate|subpixel_lt_10m|tertiary,651100.5261723595,5480314.075761031,EPSG:32632,1447,1559,tertiary,6.4,,,,,,0.3931581377983093,0.10064069926738739,,
road,DE06,Nuremberg,train,manual_review_candidate|subpixel_lt_10m|tertiary,650110.2420901326,5480936.138893351,EPSG:32632,1385,1459,tertiary,9.600000000000001,,,,,,1.0235583782196045,0.02493717521429062,,
road,DE06,Nuremberg,train,manual_review_candidate|subpixel_lt_10m|tertiary_link,642666.4546292912,5482860.287891535,EPSG:32632,1192,715,tertiary_link,3.2,,,,,,32.26938247680664,0.0684739425778389,,
